"Year","Month","GEO","Value","Type"
2015," Sep","North Bay"," $115.99","Average Daily Rate"
2015," Sep","Sudbury"," $117.93","Average Daily Rate"
2015," Sep","North Central Ontario"," $0","Average Daily Rate"
2015," Sep","Sault Ste. Marie"," $110.19","Average Daily Rate"
2015," Sep","North Western Ontario"," $109.67","Average Daily Rate"
2015," Sep","Thunder Bay"," $108.82","Average Daily Rate"
2015," Oct","Southern Ontario"," $126.81","Average Daily Rate"
2015," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $114.22","Average Daily Rate"
2015," Oct","Hamilton / Brantford"," $114.42","Average Daily Rate"
2015," Oct","North Eastern Ontario"," $115.2","Average Daily Rate"
2015," Oct","North Bay"," $114.31","Average Daily Rate"
2015," Oct","Sudbury"," $117.22","Average Daily Rate"
2015," Oct","North Central Ontario"," $0","Average Daily Rate"
2015," Oct","Sault Ste. Marie"," $107.34","Average Daily Rate"
2015," Oct","North Western Ontario"," $109.26","Average Daily Rate"
2015," Oct","Thunder Bay"," $108.85","Average Daily Rate"
2015," Nov","Southern Ontario"," $115.03","Average Daily Rate"
2015," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $115.73","Average Daily Rate"
2015," Nov","Hamilton / Brantford"," $106.71","Average Daily Rate"
2015," Nov","North Eastern Ontario"," $113.61","Average Daily Rate"
2015," Nov","North Bay"," $109.83","Average Daily Rate"
2015," Nov","Sudbury"," $118.15","Average Daily Rate"
2015," Nov","North Central Ontario"," $0","Average Daily Rate"
2015," Nov","Sault Ste. Marie"," $96.97","Average Daily Rate"
2015," Nov","North Western Ontario"," $109.02","Average Daily Rate"
2015," Nov","Thunder Bay"," $108.97","Average Daily Rate"
2015," Dec","Southern Ontario"," $119.61","Average Daily Rate"
2015," Dec","Kitchener / Waterloo / Cambridge / Guelph"," $109.68","Average Daily Rate"
2015," Dec","Hamilton / Brantford"," $104.83","Average Daily Rate"
2015," Dec","North Eastern Ontario"," $110.38","Average Daily Rate"
2015," Dec","North Bay"," $106.13","Average Daily Rate"
2015," Dec","Sudbury"," $115.24","Average Daily Rate"
2015," Dec","North Central Ontario"," $0","Average Daily Rate"
2015," Dec","Sault Ste. Marie"," $93.38","Average Daily Rate"
2015," Dec","North Western Ontario"," $105.5","Average Daily Rate"
2015," Dec","Thunder Bay"," $103.84","Average Daily Rate"
2016," Jan","Southern Ontario"," $110.03","Average Daily Rate"
2016," Jan","Kitchener / Waterloo / Cambridge / Guelph"," $109.91","Average Daily Rate"
2016," Jan","Hamilton / Brantford"," $105.83","Average Daily Rate"
2016," Jan","North Eastern Ontario"," $110.97","Average Daily Rate"
2016," Jan","North Bay"," $110.36","Average Daily Rate"
2016," Jan","Sudbury"," $111.37","Average Daily Rate"
2016," Jan","North Central Ontario"," $0","Average Daily Rate"
2016," Jan","Sault Ste. Marie"," $97.82","Average Daily Rate"
2016," Jan","North Western Ontario"," $107.04","Average Daily Rate"
2016," Jan","Thunder Bay"," $106.48","Average Daily Rate"
2016," Feb","Southern Ontario"," $112.43","Average Daily Rate"
2016," Feb","Kitchener / Waterloo / Cambridge / Guelph"," $112.94","Average Daily Rate"
2016," Feb","Hamilton / Brantford"," $109.21","Average Daily Rate"
2016," Feb","North Eastern Ontario"," $112.99","Average Daily Rate"
2016," Feb","North Bay"," $109.54","Average Daily Rate"
2016," Feb","Sudbury"," $113.23","Average Daily Rate"
2016," Feb","North Central Ontario"," $0","Average Daily Rate"
2016," Feb","Sault Ste. Marie"," $99.59","Average Daily Rate"
2016," Feb","North Western Ontario"," $108.28","Average Daily Rate"
2016," Feb","Thunder Bay"," $103.74","Average Daily Rate"
2016," Mar","Southern Ontario"," $111.01","Average Daily Rate"
2016," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $111.42","Average Daily Rate"
2016," Mar","Hamilton / Brantford"," $109.76","Average Daily Rate"
2016," Mar","North Eastern Ontario"," $112.74","Average Daily Rate"
2016," Mar","North Bay"," $112.8","Average Daily Rate"
2016," Mar","Sudbury"," $110.48","Average Daily Rate"
2016," Mar","North Central Ontario"," $0","Average Daily Rate"
2016," Mar","Sault Ste. Marie"," $96.52","Average Daily Rate"
2016," Mar","North Western Ontario"," $110.16","Average Daily Rate"
2016," Mar","Thunder Bay"," $108.46","Average Daily Rate"
2016," Apr","Southern Ontario"," $119.33","Average Daily Rate"
2016," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $122.36","Average Daily Rate"
2016," Apr","Hamilton / Brantford"," $113.06","Average Daily Rate"
2016," Apr","North Eastern Ontario"," $112.98","Average Daily Rate"
2016," Apr","North Bay"," $115.03","Average Daily Rate"
2016," Apr","Sudbury"," $112.85","Average Daily Rate"
2016," Apr","North Central Ontario"," $0","Average Daily Rate"
2016," Apr","Sault Ste. Marie"," $98.32","Average Daily Rate"
2016," Apr","North Western Ontario"," $109.14","Average Daily Rate"
2016," Apr","Thunder Bay"," $108.9","Average Daily Rate"
2016," May","Southern Ontario"," $125.26","Average Daily Rate"
2016," May","Kitchener / Waterloo / Cambridge / Guelph"," $113.63","Average Daily Rate"
2016," May","Hamilton / Brantford"," $114.34","Average Daily Rate"
2016," May","North Eastern Ontario"," $111.36","Average Daily Rate"
2016," May","North Bay"," $108.82","Average Daily Rate"
2016," May","Sudbury"," $110.31","Average Daily Rate"
2016," May","North Central Ontario"," $0","Average Daily Rate"
2016," May","Sault Ste. Marie"," $98.07","Average Daily Rate"
2016," May","North Western Ontario"," $109.68","Average Daily Rate"
2016," May","Thunder Bay"," $108.92","Average Daily Rate"
2016," Jun","Southern Ontario"," $134.44","Average Daily Rate"
2016," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $113.22","Average Daily Rate"
2016," Jun","Hamilton / Brantford"," $122.25","Average Daily Rate"
2016," Jun","North Eastern Ontario"," $110.45","Average Daily Rate"
2016," Jun","North Bay"," $101.5","Average Daily Rate"
2016," Jun","Sudbury"," $111.86","Average Daily Rate"
2016," Jun","North Central Ontario"," $0","Average Daily Rate"
2016," Jun","Sault Ste. Marie"," $102.17","Average Daily Rate"
2016," Jun","North Western Ontario"," $113.59","Average Daily Rate"
2016," Jun","Thunder Bay"," $111.85","Average Daily Rate"
2016," Jul","Southern Ontario"," $161.66","Average Daily Rate"
2016," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $110.15","Average Daily Rate"
2016," Jul","Hamilton / Brantford"," $117.71","Average Daily Rate"
2016," Jul","North Eastern Ontario"," $114.46","Average Daily Rate"
2016," Jul","North Bay"," $116.12","Average Daily Rate"
2016," Jul","Sudbury"," $113.59","Average Daily Rate"
2016," Jul","North Central Ontario"," $0","Average Daily Rate"
2016," Jul","Sault Ste. Marie"," $111.89","Average Daily Rate"
2016," Jul","North Western Ontario"," $119.28","Average Daily Rate"
2016," Jul","Thunder Bay"," $116.2","Average Daily Rate"
2016," Aug","Southern Ontario"," $161.59","Average Daily Rate"
2016," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $112.48","Average Daily Rate"
2016," Aug","Hamilton / Brantford"," $115.25","Average Daily Rate"
2016," Aug","North Eastern Ontario"," $111.49","Average Daily Rate"
2016," Aug","North Bay"," $101.55","Average Daily Rate"
2016," Aug","Sudbury"," $116.84","Average Daily Rate"
2016," Aug","North Central Ontario"," $0","Average Daily Rate"
2016," Aug","Sault Ste. Marie"," $114.33","Average Daily Rate"
2016," Aug","North Western Ontario"," $121.88","Average Daily Rate"
2016," Aug","Thunder Bay"," $119.77","Average Daily Rate"
2016," Sep","Southern Ontario"," $142.92","Average Daily Rate"
2016," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $124.08","Average Daily Rate"
2016," Sep","Hamilton / Brantford"," $120.02","Average Daily Rate"
2016," Sep","North Eastern Ontario"," $115.7","Average Daily Rate"
2016," Sep","North Bay"," $114.17","Average Daily Rate"
2016," Sep","Sudbury"," $119","Average Daily Rate"
2016," Sep","North Central Ontario"," $0","Average Daily Rate"
2016," Sep","Sault Ste. Marie"," $119.18","Average Daily Rate"
2016," Sep","North Western Ontario"," $116.62","Average Daily Rate"
2016," Sep","Thunder Bay"," $116.52","Average Daily Rate"
2016," Oct","Southern Ontario"," $128.4","Average Daily Rate"
2016," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $115.38","Average Daily Rate"
2016," Oct","Hamilton / Brantford"," $116.78","Average Daily Rate"
2016," Oct","North Eastern Ontario"," $114.85","Average Daily Rate"
2016," Oct","North Bay"," $113.58","Average Daily Rate"
2016," Oct","Sudbury"," $118.05","Average Daily Rate"
2016," Oct","North Central Ontario"," $0","Average Daily Rate"
2016," Oct","Sault Ste. Marie"," $111.82","Average Daily Rate"
2016," Oct","North Western Ontario"," $113.07","Average Daily Rate"
2016," Oct","Thunder Bay"," $113.03","Average Daily Rate"
2016," Nov","Southern Ontario"," $115.81","Average Daily Rate"
2016," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $116.55","Average Daily Rate"
2016," Nov","Hamilton / Brantford"," $112.43","Average Daily Rate"
2016," Nov","North Eastern Ontario"," $113.05","Average Daily Rate"
2016," Nov","North Bay"," $110.26","Average Daily Rate"
2016," Nov","Sudbury"," $115.64","Average Daily Rate"
2016," Nov","North Central Ontario"," $0","Average Daily Rate"
2016," Nov","Sault Ste. Marie"," $101.56","Average Daily Rate"
2016," Nov","North Western Ontario"," $111.19","Average Daily Rate"
2016," Nov","Thunder Bay"," $111.42","Average Daily Rate"
2016," Dec","Southern Ontario"," $120.85","Average Daily Rate"
2016," Dec","Kitchener / Waterloo / Cambridge / Guelph"," $110.48","Average Daily Rate"
2016," Dec","Hamilton / Brantford"," $106.02","Average Daily Rate"
2016," Dec","North Eastern Ontario"," $111.75","Average Daily Rate"
2016," Dec","North Bay"," $108.37","Average Daily Rate"
2016," Dec","Sudbury"," $114.01","Average Daily Rate"
2016," Dec","North Central Ontario"," $0","Average Daily Rate"
2016," Dec","Sault Ste. Marie"," $99.46","Average Daily Rate"
2016," Dec","North Western Ontario"," $109.54","Average Daily Rate"
2016," Dec","Thunder Bay"," $109.19","Average Daily Rate"
2017," Jan","Southern Ontario"," $108.8","Average Daily Rate"
2017," Jan","Kitchener / Waterloo / Cambridge / Guelph"," $113.49","Average Daily Rate"
2017," Jan","Hamilton / Brantford"," $108.03","Average Daily Rate"
2017," Jan","North Eastern Ontario"," $112.92","Average Daily Rate"
2017," Jan","North Bay"," $111.59","Average Daily Rate"
2017," Jan","Sudbury"," $112.42","Average Daily Rate"
2017," Jan","North Central Ontario"," $0","Average Daily Rate"
2017," Jan","Sault Ste. Marie"," $99.57","Average Daily Rate"
2017," Jan","North Western Ontario"," $111.23","Average Daily Rate"
2017," Jan","Thunder Bay"," $111.88","Average Daily Rate"
2017," Feb","Southern Ontario"," $112.64","Average Daily Rate"
2017," Feb","Kitchener / Waterloo / Cambridge / Guelph"," $112.88","Average Daily Rate"
2017," Feb","Hamilton / Brantford"," $112.22","Average Daily Rate"
2017," Feb","North Eastern Ontario"," $115.29","Average Daily Rate"
2017," Feb","North Bay"," $112.97","Average Daily Rate"
2017," Feb","Sudbury"," $113.14","Average Daily Rate"
2017," Feb","North Central Ontario"," $0","Average Daily Rate"
2017," Feb","Sault Ste. Marie"," $102.52","Average Daily Rate"
2017," Feb","North Western Ontario"," $113.11","Average Daily Rate"
2017," Feb","Thunder Bay"," $112.52","Average Daily Rate"
2017," Mar","Southern Ontario"," $111.7","Average Daily Rate"
2017," Mar","Kitchener / Waterloo / Cambridge / Guelph"," $113.89","Average Daily Rate"
2017," Mar","Hamilton / Brantford"," $115.75","Average Daily Rate"
2017," Mar","North Eastern Ontario"," $114.59","Average Daily Rate"
2017," Mar","North Bay"," $111.49","Average Daily Rate"
2017," Mar","Sudbury"," $114.16","Average Daily Rate"
2017," Mar","North Central Ontario"," $0","Average Daily Rate"
2017," Mar","Sault Ste. Marie"," $100.94","Average Daily Rate"
2017," Mar","North Western Ontario"," $113.66","Average Daily Rate"
2017," Mar","Thunder Bay"," $112.83","Average Daily Rate"
2017," Apr","Southern Ontario"," $124.67","Average Daily Rate"
2017," Apr","Kitchener / Waterloo / Cambridge / Guelph"," $126.91","Average Daily Rate"
2017," Apr","Hamilton / Brantford"," $125.87","Average Daily Rate"
2017," Apr","North Eastern Ontario"," $116.6","Average Daily Rate"
2017," Apr","North Bay"," $111.04","Average Daily Rate"
2017," Apr","Sudbury"," $117.81","Average Daily Rate"
2017," Apr","North Central Ontario"," $0","Average Daily Rate"
2017," Apr","Sault Ste. Marie"," $100.58","Average Daily Rate"
2017," Apr","North Western Ontario"," $112.26","Average Daily Rate"
2017," Apr","Thunder Bay"," $111.18","Average Daily Rate"
2017," May","Southern Ontario"," $133.61","Average Daily Rate"
2017," May","Kitchener / Waterloo / Cambridge / Guelph"," $120.09","Average Daily Rate"
2017," May","Hamilton / Brantford"," $125.42","Average Daily Rate"
2017," May","North Eastern Ontario"," $118.03","Average Daily Rate"
2017," May","North Bay"," $113.24","Average Daily Rate"
2017," May","Sudbury"," $115.03","Average Daily Rate"
2017," May","North Central Ontario"," $0","Average Daily Rate"
2017," May","Sault Ste. Marie"," $104.52","Average Daily Rate"
2017," May","North Western Ontario"," $114.5","Average Daily Rate"
2017," May","Thunder Bay"," $114.65","Average Daily Rate"
2017," Jun","Southern Ontario"," $141.47","Average Daily Rate"
2017," Jun","Kitchener / Waterloo / Cambridge / Guelph"," $117.99","Average Daily Rate"
2017," Jun","Hamilton / Brantford"," $127.73","Average Daily Rate"
2017," Jun","North Eastern Ontario"," $112.9","Average Daily Rate"
2017," Jun","North Bay"," $109.29","Average Daily Rate"
2017," Jun","Sudbury"," $111.88","Average Daily Rate"
2017," Jun","North Central Ontario"," $0","Average Daily Rate"
2017," Jun","Sault Ste. Marie"," $106.25","Average Daily Rate"
2017," Jun","North Western Ontario"," $120.61","Average Daily Rate"
2017," Jun","Thunder Bay"," $117.89","Average Daily Rate"
2017," Jul","Southern Ontario"," $168.81","Average Daily Rate"
2017," Jul","Kitchener / Waterloo / Cambridge / Guelph"," $114.38","Average Daily Rate"
2017," Jul","Hamilton / Brantford"," $122.92","Average Daily Rate"
2017," Jul","North Eastern Ontario"," $105.44","Average Daily Rate"
2017," Jul","North Bay"," $85.33","Average Daily Rate"
2017," Jul","Sudbury"," $112.13","Average Daily Rate"
2017," Jul","North Central Ontario"," $0","Average Daily Rate"
2017," Jul","Sault Ste. Marie"," $118.89","Average Daily Rate"
2017," Jul","North Western Ontario"," $123.24","Average Daily Rate"
2017," Jul","Thunder Bay"," $119.44","Average Daily Rate"
2017," Aug","Southern Ontario"," $163.03","Average Daily Rate"
2017," Aug","Kitchener / Waterloo / Cambridge / Guelph"," $116.56","Average Daily Rate"
2017," Aug","Hamilton / Brantford"," $123.83","Average Daily Rate"
2017," Aug","North Eastern Ontario"," $109.11","Average Daily Rate"
2017," Aug","North Bay"," $93.56","Average Daily Rate"
2017," Aug","Sudbury"," $114.1","Average Daily Rate"
2017," Aug","North Central Ontario"," $0","Average Daily Rate"
2017," Aug","Sault Ste. Marie"," $117.64","Average Daily Rate"
2017," Aug","North Western Ontario"," $127.84","Average Daily Rate"
2017," Aug","Thunder Bay"," $123.47","Average Daily Rate"
2017," Sep","Southern Ontario"," $143.2","Average Daily Rate"
2017," Sep","Kitchener / Waterloo / Cambridge / Guelph"," $127.81","Average Daily Rate"
2017," Sep","Hamilton / Brantford"," $131.38","Average Daily Rate"
2017," Sep","North Eastern Ontario"," $113.62","Average Daily Rate"
2017," Sep","North Bay"," $107.89","Average Daily Rate"
2017," Sep","Sudbury"," $116.2","Average Daily Rate"
2017," Sep","North Central Ontario"," $0","Average Daily Rate"
2017," Sep","Sault Ste. Marie"," $124.18","Average Daily Rate"
2017," Sep","North Western Ontario"," $123.12","Average Daily Rate"
2017," Sep","Thunder Bay"," $123.95","Average Daily Rate"
2017," Oct","Southern Ontario"," $131.16","Average Daily Rate"
2017," Oct","Kitchener / Waterloo / Cambridge / Guelph"," $119.09","Average Daily Rate"
2017," Oct","Hamilton / Brantford"," $129.1","Average Daily Rate"
2017," Oct","North Eastern Ontario"," $115.2","Average Daily Rate"
2017," Oct","North Bay"," $112.85","Average Daily Rate"
2017," Oct","Sudbury"," $116.39","Average Daily Rate"
2017," Oct","North Central Ontario"," $0","Average Daily Rate"
2017," Oct","Sault Ste. Marie"," $118.31","Average Daily Rate"
2017," Oct","North Western Ontario"," $116.97","Average Daily Rate"
2017," Oct","Thunder Bay"," $116.93","Average Daily Rate"
2017," Nov","Southern Ontario"," $117.98","Average Daily Rate"
2017," Nov","Kitchener / Waterloo / Cambridge / Guelph"," $118.99","Average Daily Rate"
2017," Nov","Hamilton / Brantford"," $126","Average Daily Rate"
2017," Nov","North Eastern Ontario"," $117.81","Average Daily Rate"
2017," Nov","North Bay"," $113.44","Average Daily Rate"
2017," Nov","Sudbury"," $119.28","Average Daily Rate"
2017," Nov","North Central Ontario"," $0","Average Daily Rate"
2017," Nov","Sault Ste. Marie"," $102.25","Average Daily Rate"
2017," Nov","North Western Ontario"," $114.62","Average Daily Rate"
2017," Nov","Thunder Bay"," $114.5","Average Daily Rate"
